"user_id,""gym_id"",""checkin_time"",""checkout_time"",""workout_type"",""calories_burned"",""first_name"",""last_name"",""age"",""gender"",""birthdate"",""user_location"",""subscription_plan"""
"user_4697,gym_5,""2023-08-13 07:15:00"",""2023-08-13 09:26:00"",CrossFit,654,Laura,Garcia,40,Male,""1973-02-25"",Miami,Basic"
"user_1500,gym_5,""2023-05-06 10:44:00"",""2023-05-06 12:39:00"",Cardio,362,Michael,Williams,32,Non-binary,""1988-12-29"",Atlanta,Basic"
"user_1905,gym_2,""2023-04-30 08:55:00"",""2023-04-30 10:20:00"",Weightlifting,724,Jane,Martinez,21,Non-binary,""1989-10-09"",Atlanta,Pro"
"user_4572,gym_3,""2023-04-14 09:02:00"",""2023-04-14 10:10:00"",Weightlifting,401,Emily,Smith,51,Female,""1964-02-29"",San Francisco,Student"
"user_3965,gym_2,""2023-09-19 09:31:00"",""2023-09-19 10:56:00"",Swimming,297,Chris,Rodriguez,47,Male,""1982-06-20"",Atlanta,Pro"
"user_2810,gym_6,""2023-07-04 13:42:00"",""2023-07-04 16:33:00"",Yoga,470,Robert,Rodriguez,21,Female,""1990-07-24"",Austin,Student"
"user_4091,gym_2,""2023-05-27 16:04:00"",""2023-05-27 18:09:00"",CrossFit,504,Daniel,Davis,23,Male,""1994-10-06"",Denver,Pro"
"user_887,gym_5,""2023-02-27 20:58:00"",""2023-02-27 21:56:00"",Swimming,665,Robert,Garcia,64,Female,""1975-10-20"",Miami,Pro"
"user_3809,gym_3,""2023-03-31 17:12:00"",""2023-03-31 18:17:00"",Yoga,429,Jane,Johnson,39,Female,""2002-10-11"",Austin,Student"
"user_4178,gym_6,""2023-08-05 14:45:00"",""2023-08-05 17:04:00"",Yoga,1671,Sarah,Williams,44,Female,""1986-04-20"",Austin,Student"
"user_1961,gym_9,""2023-04-04 07:22:00"",""2023-04-04 09:48:00"",CrossFit,543,David,Brown,53,Male,""1992-08-06"",Seattle,Basic"
"user_2748,gym_9,""2023-09-05 13:53:00"",""2023-09-05 16:52:00"",Swimming,1316,Chris,Miller,61,Male,""1976-07-07"",Miami,Basic"
"user_44,gym_4,""2023-04-18 14:23:00"",""2023-04-18 15:44:00"",Yoga,1681,John,Davis,21,Female,""2003-04-08"",Austin,Pro"
"user_3843,gym_7,""2023-09-15 12:57:00"",""2023-09-15 15:15:00"",Pilates,1650,Robert,Martinez,44,Female,""1982-07-01"",Boston,Pro"
"user_4706,gym_9,""2023-07-21 18:47:00"",""2023-07-21 20:02:00"",Weightlifting,1465,Laura,Garcia,38,Male,""1981-04-22"",Orlando,Student"
"user_1889,gym_10,""2023-04-09 06:23:00"",""2023-04-09 08:18:00"",Cardio,1092,Sarah,Rodriguez,23,Male,""1965-10-24"",Las Vegas,Basic"
"user_3899,gym_10,""2023-04-08 08:09:00"",""2023-04-08 10:05:00"",Weightlifting,292,Robert,Martinez,62,Male,""1992-01-27"",Orlando,Student"
"user_3893,gym_5,""2023-01-19 17:41:00"",""2023-01-19 19:40:00"",CrossFit,426,Jane,Johnson,26,Female,""1984-02-04"",Austin,Student"
"user_720,gym_4,""2023-03-08 16:48:00"",""2023-03-08 19:24:00"",Cardio,329,David,Moore,22,Female,""1982-11-14"",San Francisco,Pro"
"user_691,gym_7,""2023-05-29 16:01:00"",""2023-05-29 17:52:00"",Swimming,931,Jane,Davis,45,Male,""1990-09-13"",Detroit,Student"
"user_1946,gym_3,""2023-06-22 07:16:00"",""2023-06-22 09:58:00"",Yoga,1488,Laura,Moore,47,Female,""1968-08-13"",Miami,Student"
"user_110,gym_1,""2023-01-01 08:06:00"",""2023-01-01 09:51:00"",Yoga,1322,Laura,Brown,59,Male,""1961-04-14"",Orlando,Pro"
"user_4315,gym_1,""2023-06-29 14:21:00"",""2023-06-29 16:34:00"",Pilates,1084,Chris,Wilson,38,Female,""1973-08-18"",Miami,Basic"
"user_4559,gym_9,""2023-08-12 10:49:00"",""2023-08-12 11:56:00"",Yoga,1267,Linda,Davis,59,Female,""1987-03-02"",Orlando,Basic"
"user_515,gym_4,""2023-07-15 11:47:00"",""2023-07-15 12:46:00"",Cardio,405,Robert,Wilson,48,Male,""1967-01-09"",Denver,Student"
"user_637,gym_3,""2023-06-09 09:41:00"",""2023-06-09 10:44:00"",Pilates,432,Jane,Davis,36,Male,""2000-12-18"",Orlando,Student"
"user_3329,gym_5,""2023-02-03 07:13:00"",""2023-02-03 07:51:00"",CrossFit,897,Emily,Brown,58,Non-binary,""2002-01-29"",Orlando,Basic"
"user_627,gym_7,""2023-05-29 19:05:00"",""2023-05-29 20:55:00"",Swimming,563,David,Rodriguez,21,Female,""1980-04-06"",Atlanta,Basic"
"user_70,gym_4,""2023-01-21 17:22:00"",""2023-01-21 19:27:00"",CrossFit,275,Robert,Smith,61,Female,""1979-06-10"",Austin,Student"
"user_2507,gym_5,""2023-05-08 14:40:00"",""2023-05-08 15:21:00"",Weightlifting,249,Laura,Johnson,46,Female,""1959-01-27"",Las Vegas,Pro"
"user_3890,gym_10,""2023-01-01 20:23:00"",""2023-01-01 20:57:00"",Pilates,1119,Linda,Wilson,19,Non-binary,""1978-01-14"",Austin,Pro"
"user_3800,gym_9,""2023-06-19 08:07:00"",""2023-06-19 10:41:00"",Pilates,719,Laura,Miller,28,Male,""1970-07-25"",Las Vegas,Pro"
"user_1851,gym_7,""2023-01-31 10:11:00"",""2023-01-31 10:57:00"",CrossFit,817,Sarah,Garcia,29,Non-binary,""1979-11-04"",Austin,Basic"
"user_4320,gym_2,""2023-05-06 11:30:00"",""2023-05-06 14:19:00"",CrossFit,1039,Linda,Jones,53,Female,""1995-02-23"",Las Vegas,Pro"
"user_2879,gym_3,""2023-01-05 13:39:00"",""2023-01-05 14:49:00"",Weightlifting,908,David,Miller,43,Female,""1977-08-08"",Orlando,Pro"
"user_3353,gym_9,""2023-06-01 11:25:00"",""2023-06-01 11:56:00"",Yoga,661,Daniel,Martinez,62,Female,""1969-09-24"",Detroit,Pro"
"user_3978,gym_7,""2023-05-11 19:39:00"",""2023-05-11 21:38:00"",CrossFit,1763,Chris,Moore,33,Non-binary,""1992-05-29"",Las Vegas,Pro"
"user_1635,gym_2,""2023-05-27 07:03:00"",""2023-05-27 09:59:00"",Weightlifting,830,Jessica,Miller,34,Female,""1974-05-25"",Boston,Student"
"user_3477,gym_7,""2023-01-13 20:50:00"",""2023-01-13 21:27:00"",Weightlifting,250,Chris,Rodriguez,52,Male,""1990-05-12"",Detroit,Pro"
"user_2544,gym_7,""2023-06-26 09:06:00"",""2023-06-26 11:10:00"",Yoga,659,Sarah,Johnson,56,Female,""1987-04-02"",San Francisco,Student"
"user_769,gym_5,""2023-06-26 19:52:00"",""2023-06-26 22:15:00"",Pilates,709,Jane,Smith,56,Male,""1986-12-01"",Denver,Pro"
"user_2604,gym_9,""2023-08-28 06:17:00"",""2023-08-28 08:51:00"",CrossFit,460,Linda,Rodriguez,19,Male,""1966-11-26"",Seattle,Pro"
"user_992,gym_6,""2023-03-17 13:00:00"",""2023-03-17 15:06:00"",Weightlifting,713,Robert,Brown,20,Non-binary,""1992-08-22"",San Francisco,Basic"
"user_1729,gym_10,""2023-06-18 11:25:00"",""2023-06-18 12:38:00"",Pilates,530,John,Jones,46,Female,""1973-03-29"",Las Vegas,Basic"
"user_2029,gym_9,""2023-05-14 18:28:00"",""2023-05-14 20:23:00"",Swimming,532,Chris,Garcia,37,Non-binary,""1989-11-29"",Austin,Basic"
"user_1530,gym_4,""2023-03-08 19:09:00"",""2023-03-08 20:07:00"",Swimming,1070,David,Smith,64,Female,""2004-03-19"",Las Vegas,Student"
"user_489,gym_8,""2023-05-14 12:49:00"",""2023-05-14 13:46:00"",Weightlifting,1423,Chris,Davis,33,Female,""1961-05-23"",Detroit,Basic"
"user_4153,gym_6,""2023-01-12 20:28:00"",""2023-01-12 22:06:00"",Cardio,788,Michael,Davis,39,Male,""1959-11-16"",Miami,Basic"
"user_512,gym_10,""2023-05-16 15:34:00"",""2023-05-16 17:53:00"",CrossFit,1254,John,Smith,46,Female,""1980-08-15"",Boston,Student"
"user_3320,gym_8,""2023-07-26 11:36:00"",""2023-07-26 14:06:00"",Weightlifting,592,John,Johnson,29,Male,""1991-02-11"",Seattle,Basic"
"user_2152,gym_2,""2023-04-20 14:03:00"",""2023-04-20 16:06:00"",Swimming,1490,Jane,Rodriguez,24,Male,""1973-04-29"",Boston,Pro"
"user_2605,gym_9,""2023-04-09 13:02:00"",""2023-04-09 16:00:00"",Weightlifting,1296,Laura,Miller,46,Female,""1980-04-19"",Detroit,Pro"
"user_2108,gym_4,""2023-03-20 12:13:00"",""2023-03-20 12:56:00"",Swimming,602,Jane,Smith,25,Female,""1962-10-06"",Austin,Student"
"user_735,gym_5,""2023-03-26 08:29:00"",""2023-03-26 09:22:00"",Weightlifting,774,Chris,Moore,58,Female,""1997-10-10"",Seattle,Student"
"user_3310,gym_6,""2023-07-08 09:23:00"",""2023-07-08 12:07:00"",Swimming,841,Robert,Moore,38,Non-binary,""1998-09-18"",Las Vegas,Student"
"user_371,gym_1,""2023-03-28 10:48:00"",""2023-03-28 11:38:00"",Pilates,753,Sarah,Rodriguez,34,Male,""1987-04-10"",San Francisco,Pro"
"user_2074,gym_6,""2023-06-16 07:32:00"",""2023-06-16 09:07:00"",Weightlifting,344,Sarah,Moore,60,Female,""1982-06-01"",Seattle,Basic"
"user_4702,gym_4,""2023-10-13 08:48:00"",""2023-10-13 10:52:00"",Weightlifting,581,Emily,Garcia,40,Female,""1992-10-16"",Seattle,Pro"
"user_4206,gym_1,""2023-02-12 19:34:00"",""2023-02-12 21:35:00"",CrossFit,557,David,Johnson,46,Male,""1998-07-24"",Las Vegas,Pro"
"user_4869,gym_10,""2023-05-28 13:01:00"",""2023-05-28 14:12:00"",CrossFit,644,Sarah,Smith,20,Male,""1988-07-09"",Boston,Basic"
"user_2302,gym_10,""2023-02-21 14:06:00"",""2023-02-21 15:08:00"",Weightlifting,837,John,Wilson,45,Male,""1972-06-26"",San Francisco,Pro"
"user_1831,gym_10,""2023-03-22 16:01:00"",""2023-03-22 18:42:00"",Cardio,1023,Sarah,Johnson,35,Male,""1998-03-24"",Detroit,Pro"
"user_1860,gym_4,""2023-08-14 19:28:00"",""2023-08-14 20:44:00"",Cardio,903,Emily,Rodriguez,27,Female,""1962-10-12"",Seattle,Basic"
"user_917,gym_3,""2023-03-03 11:46:00"",""2023-03-03 12:56:00"",Cardio,421,Linda,Jones,35,Female,""2000-07-14"",Atlanta,Basic"
"user_3176,gym_2,""2023-07-21 18:40:00"",""2023-07-21 21:24:00"",Swimming,274,David,Davis,19,Male,""1963-08-10"",Seattle,Student"
"user_2663,gym_1,""2023-09-23 15:40:00"",""2023-09-23 16:16:00"",Cardio,812,Michael,Rodriguez,48,Male,""1970-05-31"",Austin,Pro"
"user_2635,gym_2,""2023-09-24 07:12:00"",""2023-09-24 09:50:00"",Swimming,1176,Robert,Smith,41,Male,""1975-03-20"",San Francisco,Student"
"user_4693,gym_10,""2023-10-13 06:49:00"",""2023-10-13 08:02:00"",Yoga,284,John,Miller,26,Male,""1964-01-15"",Orlando,Pro"
"user_1238,gym_6,""2023-06-04 07:09:00"",""2023-06-04 08:05:00"",Yoga,234,Jessica,Brown,18,Female,""1987-01-27"",Denver,Basic"
"user_2161,gym_5,""2023-06-06 14:34:00"",""2023-06-06 17:19:00"",Yoga,495,Linda,Williams,36,Male,""1990-02-07"",Seattle,Pro"
"user_1336,gym_5,""2023-02-17 09:48:00"",""2023-02-17 11:37:00"",CrossFit,1230,David,Smith,21,Non-binary,""1983-12-17"",Atlanta,Student"
"user_2617,gym_5,""2023-06-05 12:33:00"",""2023-06-05 15:31:00"",Yoga,1203,Jessica,Rodriguez,34,Male,""1958-06-20"",San Francisco,Basic"
"user_2944,gym_2,""2023-06-19 12:08:00"",""2023-06-19 13:35:00"",Yoga,788,Sarah,Smith,62,Non-binary,""1979-03-11"",Austin,Pro"
"user_762,gym_4,""2023-09-14 15:24:00"",""2023-09-14 18:16:00"",Swimming,1793,Chris,Jones,18,Female,""1992-03-24"",Seattle,Pro"
"user_3719,gym_5,""2023-01-14 12:28:00"",""2023-01-14 13:16:00"",Pilates,1037,David,Moore,51,Male,""2000-03-13"",Atlanta,Student"
"user_2701,gym_8,""2023-03-05 14:41:00"",""2023-03-05 16:02:00"",Swimming,275,Michael,Martinez,42,Male,""1988-04-10"",Miami,Basic"
"user_2132,gym_7,""2023-04-07 09:33:00"",""2023-04-07 11:02:00"",Swimming,373,Daniel,Williams,58,Non-binary,""1986-06-05"",Miami,Pro"
"user_4815,gym_5,""2023-07-07 20:01:00"",""2023-07-07 21:41:00"",Weightlifting,729,Jessica,Wilson,45,Male,""1998-08-12"",Miami,Student"
"user_1954,gym_7,""2023-02-11 15:19:00"",""2023-02-11 15:54:00"",Swimming,560,Jessica,Rodriguez,61,Male,""1970-01-03"",San Francisco,Student"
"user_949,gym_6,""2023-02-06 09:50:00"",""2023-02-06 11:28:00"",Yoga,1631,Sarah,Miller,20,Male,""1982-01-31"",Las Vegas,Basic"
"user_302,gym_1,""2023-01-04 19:33:00"",""2023-01-04 20:36:00"",Weightlifting,444,Robert,Jones,50,Non-binary,""1990-04-05"",Miami,Student"
"user_4025,gym_5,""2023-04-29 17:53:00"",""2023-04-29 20:35:00"",Pilates,1368,Emily,Martinez,24,Female,""1984-03-08"",Las Vegas,Basic"
"user_2589,gym_6,""2023-10-13 09:11:00"",""2023-10-13 09:45:00"",Cardio,377,Chris,Williams,57,Female,""1984-09-18"",Austin,Student"
"user_3695,gym_4,""2023-08-28 15:41:00"",""2023-08-28 17:59:00"",Swimming,839,Chris,Johnson,57,Male,""2003-05-23"",Miami,Pro"
"user_2702,gym_9,""2023-07-26 20:54:00"",""2023-07-26 23:16:00"",CrossFit,1145,Daniel,Davis,39,Female,""1960-05-04"",Austin,Pro"
"user_1476,gym_10,""2023-03-01 12:14:00"",""2023-03-01 12:55:00"",Weightlifting,680,David,Miller,35,Male,""1960-01-31"",Boston,Student"
"user_614,gym_9,""2023-09-02 11:22:00"",""2023-09-02 13:44:00"",CrossFit,579,Jane,Brown,22,Female,""1988-12-07"",Atlanta,Pro"
"user_669,gym_8,""2023-07-08 13:41:00"",""2023-07-08 14:32:00"",Swimming,828,Linda,Moore,37,Male,""1976-02-17"",Detroit,Pro"
"user_2129,gym_9,""2023-04-02 17:17:00"",""2023-04-02 17:56:00"",Pilates,1139,Robert,Garcia,26,Male,""1996-03-10"",Detroit,Basic"
"user_218,gym_10,""2023-10-04 06:05:00"",""2023-10-04 07:01:00"",CrossFit,1728,Laura,Miller,49,Male,""1976-04-03"",Detroit,Student"
"user_2932,gym_1,""2023-08-27 11:15:00"",""2023-08-27 13:12:00"",Pilates,436,David,Wilson,45,Female,""1962-12-31"",San Francisco,Basic"
"user_749,gym_2,""2023-09-16 09:18:00"",""2023-09-16 10:25:00"",Pilates,1214,Chris,Wilson,54,Male,""2003-05-13"",Orlando,Basic"
"user_4221,gym_4,""2023-06-19 15:14:00"",""2023-06-19 16:12:00"",CrossFit,1060,David,Miller,22,Male,""2003-02-24"",Austin,Student"
"user_201,gym_9,""2023-06-16 16:49:00"",""2023-06-16 17:19:00"",Swimming,699,Emily,Smith,56,Female,""1981-10-18"",Atlanta,Pro"
"user_2622,gym_3,""2023-06-22 12:13:00"",""2023-06-22 14:08:00"",Pilates,2056,Emily,Moore,22,Non-binary,""1960-04-06"",Atlanta,Pro"
"user_722,gym_3,""2023-10-03 17:59:00"",""2023-10-03 19:24:00"",CrossFit,645,Linda,Garcia,18,Male,""1960-07-14"",Austin,Pro"
"user_952,gym_8,""2023-03-16 10:02:00"",""2023-03-16 12:32:00"",Weightlifting,653,Jane,Wilson,54,Male,""1981-06-22"",Orlando,Student"
"user_1882,gym_10,""2023-08-20 16:26:00"",""2023-08-20 17:51:00"",Weightlifting,1051,Laura,Moore,59,Female,""1959-07-08"",Las Vegas,Student"
"user_2228,gym_4,""2023-07-12 06:45:00"",""2023-07-12 09:04:00"",Yoga,912,Sarah,Garcia,25,Female,""1980-03-06"",Orlando,Pro"
"user_1433,gym_8,""2023-02-27 17:36:00"",""2023-02-27 18:48:00"",Swimming,1071,John,Williams,34,Male,""1991-10-06"",Las Vegas,Student"
"user_2321,gym_9,""2023-01-08 08:01:00"",""2023-01-08 10:33:00"",Swimming,1313,Linda,Miller,56,Male,""1992-02-19"",Boston,Student"
"user_1777,gym_3,""2023-06-06 08:36:00"",""2023-06-06 09:06:00"",Pilates,1553,Chris,Miller,23,Female,""1969-02-21"",San Francisco,Pro"
"user_699,gym_8,""2023-02-25 19:06:00"",""2023-02-25 21:13:00"",Cardio,1259,John,Williams,53,Male,""1991-10-17"",Orlando,Pro"
"user_2969,gym_5,""2023-06-02 06:41:00"",""2023-06-02 09:35:00"",Pilates,1001,Michael,Davis,54,Male,""2003-07-08"",Las Vegas,Student"
"user_622,gym_3,""2023-03-12 14:01:00"",""2023-03-12 15:17:00"",Weightlifting,773,John,Miller,39,Female,""1975-05-03"",Austin,Basic"
"user_2588,gym_3,""2023-02-01 17:17:00"",""2023-02-01 19:51:00"",Weightlifting,1181,Robert,Jones,35,Female,""1967-04-17"",Austin,Pro"
"user_460,gym_6,""2023-01-31 14:07:00"",""2023-01-31 15:53:00"",Swimming,875,Jessica,Jones,45,Male,""2002-05-27"",Detroit,Basic"
"user_1085,gym_9,""2023-10-15 08:28:00"",""2023-10-15 10:26:00"",Weightlifting,438,Chris,Martinez,50,Female,""1969-01-01"",Seattle,Basic"
"user_300,gym_6,""2023-04-09 19:58:00"",""2023-04-09 22:19:00"",Weightlifting,922,David,Smith,50,Female,""1976-02-18"",Miami,Pro"
"user_2545,gym_10,""2023-02-22 19:31:00"",""2023-02-22 21:17:00"",Cardio,1110,Daniel,Moore,46,Male,""1996-05-13"",San Francisco,Pro"
"user_1276,gym_1,""2023-09-09 07:22:00"",""2023-09-09 08:34:00"",Cardio,1464,Chris,Rodriguez,33,Male,""1996-06-04"",San Francisco,Pro"
"user_1431,gym_2,""2023-09-15 07:13:00"",""2023-09-15 09:17:00"",Cardio,1049,Michael,Wilson,54,Female,""1972-01-24"",Detroit,Basic"
"user_3453,gym_6,""2023-09-24 20:27:00"",""2023-09-24 22:37:00"",Weightlifting,1645,Emily,Miller,47,Male,""2001-04-13"",Detroit,Pro"
"user_2389,gym_2,""2023-04-10 12:21:00"",""2023-04-10 13:08:00"",Pilates,473,Robert,Garcia,37,Non-binary,""2003-05-30"",Miami,Student"
"user_1822,gym_1,""2023-03-08 09:16:00"",""2023-03-08 10:47:00"",Pilates,849,Robert,Smith,39,Non-binary,""1972-03-08"",Seattle,Basic"
"user_989,gym_3,""2023-04-04 09:32:00"",""2023-04-04 12:17:00"",Pilates,773,David,Garcia,53,Male,""1966-01-23"",Seattle,Basic"
"user_214,gym_9,""2023-09-02 06:36:00"",""2023-09-02 09:01:00"",Pilates,768,John,Johnson,36,Female,""1968-10-22"",Orlando,Basic"
"user_532,gym_5,""2023-02-19 07:37:00"",""2023-02-19 09:05:00"",Pilates,1740,Robert,Johnson,28,Male,""1995-09-11"",Seattle,Pro"
"user_2918,gym_9,""2023-03-28 07:12:00"",""2023-03-28 09:20:00"",Yoga,286,Robert,Moore,37,Non-binary,""1960-09-11"",Orlando,Student"
"user_3620,gym_1,""2023-06-23 08:13:00"",""2023-06-23 11:09:00"",Pilates,1848,Linda,Miller,56,Female,""2000-01-19"",San Francisco,Student"
"user_1985,gym_3,""2023-01-07 06:52:00"",""2023-01-07 08:38:00"",Weightlifting,231,David,Garcia,31,Male,""1990-05-10"",Denver,Basic"
"user_2259,gym_7,""2023-09-29 15:14:00"",""2023-09-29 17:03:00"",Weightlifting,885,Robert,Williams,64,Male,""1960-02-03"",Denver,Basic"
"user_2219,gym_1,""2023-10-12 20:39:00"",""2023-10-12 22:42:00"",Cardio,1393,Linda,Smith,51,Female,""1982-11-08"",Las Vegas,Student"
"user_4634,gym_7,""2023-08-09 18:09:00"",""2023-08-09 20:57:00"",Swimming,1356,Laura,Williams,55,Male,""1986-02-25"",Seattle,Student"
"user_4772,gym_5,""2023-09-28 18:47:00"",""2023-09-28 19:21:00"",Yoga,691,Robert,Brown,42,Male,""1977-06-08"",San Francisco,Basic"
"user_4486,gym_7,""2023-02-03 12:26:00"",""2023-02-03 15:11:00"",Swimming,1394,Michael,Wilson,37,Male,""1975-10-07"",San Francisco,Student"
"user_2110,gym_10,""2023-01-09 18:11:00"",""2023-01-09 19:10:00"",Weightlifting,343,Michael,Rodriguez,63,Female,""2003-01-18"",Las Vegas,Student"
"user_3061,gym_7,""2023-08-05 13:34:00"",""2023-08-05 16:33:00"",Cardio,1891,Linda,Wilson,41,Female,""2001-04-08"",Orlando,Pro"
"user_1609,gym_5,""2023-09-11 08:48:00"",""2023-09-11 10:43:00"",Weightlifting,938,Jessica,Williams,26,Female,""1977-04-05"",Austin,Pro"
"user_2525,gym_9,""2023-04-02 17:44:00"",""2023-04-02 19:59:00"",Cardio,481,Daniel,Jones,26,Male,""1968-03-11"",Seattle,Pro"
"user_4416,gym_2,""2023-06-29 15:17:00"",""2023-06-29 17:46:00"",Cardio,1363,David,Smith,31,Female,""1984-12-19"",Boston,Pro"
"user_690,gym_7,""2023-05-13 20:02:00"",""2023-05-13 21:17:00"",Weightlifting,1153,Daniel,Wilson,25,Female,""1995-01-07"",Detroit,Pro"
"user_2100,gym_7,""2023-10-07 07:09:00"",""2023-10-07 08:40:00"",Yoga,1740,Sarah,Rodriguez,35,Male,""1972-05-15"",San Francisco,Student"
"user_4753,gym_3,""2023-09-24 16:44:00"",""2023-09-24 18:21:00"",Weightlifting,336,David,Davis,51,Male,""1994-07-04"",San Francisco,Student"
"user_4924,gym_3,""2023-03-23 10:43:00"",""2023-03-23 11:26:00"",CrossFit,745,John,Wilson,32,Female,""1996-05-18"",Detroit,Pro"
"user_1101,gym_2,""2023-03-17 18:41:00"",""2023-03-17 21:36:00"",Yoga,403,Sarah,Smith,62,Male,""2003-10-29"",Austin,Basic"
"user_119,gym_7,""2023-06-06 14:17:00"",""2023-06-06 14:53:00"",Swimming,605,Emily,Johnson,50,Male,""1965-01-09"",Miami,Student"
"user_2769,gym_3,""2023-06-15 09:02:00"",""2023-06-15 10:15:00"",Swimming,801,Jane,Rodriguez,18,Male,""2003-07-23"",Orlando,Pro"
"user_506,gym_7,""2023-08-22 14:52:00"",""2023-08-22 17:49:00"",Pilates,834,David,Williams,18,Female,""1963-06-10"",San Francisco,Student"
"user_2201,gym_6,""2023-03-22 18:37:00"",""2023-03-22 20:49:00"",CrossFit,893,Chris,Garcia,61,Female,""1972-02-06"",Orlando,Student"
"user_1042,gym_9,""2023-01-10 10:22:00"",""2023-01-10 13:02:00"",Cardio,1212,Chris,Williams,43,Non-binary,""1981-05-30"",San Francisco,Pro"
"user_3136,gym_6,""2023-02-08 16:10:00"",""2023-02-08 18:23:00"",CrossFit,1756,Linda,Davis,28,Male,""1999-06-08"",Orlando,Basic"
"user_497,gym_8,""2023-04-27 11:59:00"",""2023-04-27 14:58:00"",Cardio,990,Michael,Miller,41,Female,""1965-07-28"",Atlanta,Student"
"user_4175,gym_9,""2023-03-08 12:59:00"",""2023-03-08 15:31:00"",Pilates,438,Daniel,Garcia,52,Male,""1959-12-19"",Boston,Student"
"user_59,gym_4,""2023-01-26 06:21:00"",""2023-01-26 08:36:00"",CrossFit,803,Robert,Garcia,34,Male,""1974-10-28"",Austin,Pro"
"user_3133,gym_7,""2023-05-11 07:14:00"",""2023-05-11 09:51:00"",Pilates,439,John,Garcia,23,Male,""1992-10-07"",Atlanta,Basic"
"user_3539,gym_7,""2023-07-06 08:46:00"",""2023-07-06 09:42:00"",Swimming,1261,John,Davis,63,Female,""1985-08-29"",Detroit,Basic"
"user_1654,gym_6,""2023-08-18 14:16:00"",""2023-08-18 15:03:00"",Cardio,428,Daniel,Johnson,50,Male,""1987-08-27"",Detroit,Basic"
"user_1707,gym_3,""2023-06-13 17:41:00"",""2023-06-13 19:13:00"",Yoga,1313,David,Wilson,32,Female,""2001-01-11"",Denver,Student"
"user_244,gym_7,""2023-05-08 18:57:00"",""2023-05-08 21:19:00"",CrossFit,344,Emily,Jones,37,Male,""1995-09-29"",Las Vegas,Pro"
"user_2256,gym_7,""2023-04-15 20:26:00"",""2023-04-15 21:11:00"",CrossFit,1579,John,Jones,61,Female,""1995-08-21"",Atlanta,Student"
"user_1675,gym_5,""2023-01-15 20:37:00"",""2023-01-15 21:59:00"",Weightlifting,1075,David,Wilson,56,Male,""1992-08-03"",Miami,Pro"
"user_2693,gym_5,""2023-09-14 14:22:00"",""2023-09-14 14:53:00"",CrossFit,324,Sarah,Smith,32,Male,""2002-01-22"",Miami,Basic"
"user_39,gym_4,""2023-01-08 07:15:00"",""2023-01-08 09:03:00"",Swimming,524,Jessica,Miller,24,Female,""1961-03-14"",Las Vegas,Pro"
"user_3248,gym_4,""2023-07-05 17:37:00"",""2023-07-05 19:11:00"",Weightlifting,639,David,Davis,57,Male,""1960-04-08"",Austin,Pro"
"user_1616,gym_5,""2023-05-30 09:40:00"",""2023-05-30 10:44:00"",Pilates,1546,John,Wilson,32,Female,""1989-03-18"",San Francisco,Basic"
"user_20,gym_5,""2023-01-19 08:16:00"",""2023-01-19 09:00:00"",Swimming,1027,Sarah,Johnson,61,Male,""2003-07-10"",Miami,Student"
"user_221,gym_9,""2023-08-20 13:23:00"",""2023-08-20 14:55:00"",Pilates,660,Linda,Miller,21,Female,""1959-08-01"",Boston,Basic"
"user_3772,gym_10,""2023-02-21 15:14:00"",""2023-02-21 16:37:00"",Swimming,530,John,Garcia,48,Male,""1960-10-14"",Atlanta,Pro"
"user_251,gym_4,""2023-07-10 17:24:00"",""2023-07-10 19:06:00"",Swimming,334,Jane,Jones,35,Female,""1986-03-19"",Detroit,Student"
"user_4308,gym_10,""2023-08-20 17:58:00"",""2023-08-20 20:04:00"",Pilates,707,Emily,Miller,49,Male,""1982-08-21"",Austin,Basic"
"user_4515,gym_3,""2023-07-29 16:14:00"",""2023-07-29 17:17:00"",CrossFit,788,Jane,Davis,39,Male,""1962-07-17"",Boston,Pro"
"user_507,gym_10,""2023-04-24 20:43:00"",""2023-04-24 22:43:00"",Weightlifting,1033,Jessica,Smith,50,Male,""1980-04-01"",San Francisco,Basic"
"user_4742,gym_10,""2023-08-04 20:31:00"",""2023-08-04 21:20:00"",CrossFit,1736,John,Wilson,36,Female,""1971-12-25"",Las Vegas,Basic"
"user_869,gym_4,""2023-10-15 12:17:00"",""2023-10-15 13:24:00"",Swimming,619,Daniel,Davis,18,Male,""1994-02-28"",Orlando,Pro"
"user_3991,gym_9,""2023-04-23 15:17:00"",""2023-04-23 17:50:00"",Cardio,677,Jane,Davis,42,Male,""1971-03-28"",Orlando,Pro"
"user_4588,gym_6,""2023-09-01 10:10:00"",""2023-09-01 13:09:00"",Swimming,2074,Laura,Moore,20,Female,""1994-11-01"",Austin,Pro"
"user_1170,gym_10,""2023-05-31 18:52:00"",""2023-05-31 21:08:00"",CrossFit,553,David,Wilson,57,Male,""1981-01-14"",Miami,Pro"
"user_740,gym_7,""2023-05-13 09:32:00"",""2023-05-13 10:35:00"",Weightlifting,712,Jessica,Davis,45,Male,""1995-10-25"",Orlando,Pro"
"user_1791,gym_3,""2023-01-22 19:58:00"",""2023-01-22 21:32:00"",Yoga,1681,Jessica,Brown,61,Male,""1960-03-23"",Las Vegas,Pro"
"user_424,gym_9,""2023-10-02 11:39:00"",""2023-10-02 13:44:00"",Weightlifting,1386,Daniel,Miller,33,Non-binary,""1976-03-10"",Boston,Basic"
